CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
6443;412;Masculino;Con experiencia relevante;Universitaria;STEM;14;100-500;Empresa P�bli;3;238;0
11268;411;;Con experiencia relevante;Ense�anza Med;;4;;;0;143;0
13889;380;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Startup;1;48;0
20228;385;Masculino;Con experiencia relevante;Universitaria;STEM;9;;;1;25;0
21768;386;Masculino;Con experiencia relevante;Universitaria;STEM;12;10000+;Ltda;5;22;1
13206;383;Femenino;Sin experiencia relevante;Universitaria;STEM;3;;Ltda;1;11;0
10196;388;Femenino;Con experiencia relevante;Universitaria;STEM;16;500-999;Ltda;3;46;0
26164;382;Masculino;Con experiencia relevante;Mag�st;STEM;1;50-99;Ltda;1;28;1
1240;384;Masculino;Con experiencia relevante;Mag�st;STEM;16;;;3;33;0
1806;381;;Con experiencia relevante;;;9;;Ltda;0;98;0
20464;387;Masculino;Sin experiencia relevante;Ense�anza Med;;20;100-500;Ltda;5;87;0
5043;400;;Con experiencia relevante;Mag�st;STEM;18;;;1;35;0
12529;402;;Con experiencia relevante;Mag�st;STEM;20;<10;Empresa P�bli;5;96;0
7933;403;Femenino;Sin experiencia relevante;Universitaria;STEM;3;;;1;90;1
30556;404;Femenino;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;1;20;0
2838;405;Masculino;Con experiencia relevante;Mag�st;STEM;20;<10;Ltda;1;73;0
26948;407;Masculino;Sin experiencia relevante;Universitaria;STEM;4;100-500;Ltda;1;19;0
24169;406;;Con experiencia relevante;Mag�st;STEM;14;<10;Ltda;5;33;0
26496;401;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;2;0
21543;455;Masculino;Con experiencia relevante;Universitaria;STEM;9;500-999;Ltda;1;30;1
30491;463;Masculino;Con experiencia relevante;Universitaria;STEM;11;oct-49;Ltda;4;27;0
11189;474;;Con experiencia relevante;Universitaria;STEM;14;50-99;;5;122;0
21233;459;Masculino;Sin experiencia relevante;Universitaria;STEM;9;;;2;55;1
7631;460;Masculino;Con experiencia relevante;Ense�anza Med;;9;;;5;4;0
2160;462;Masculino;Sin experiencia relevante;Mag�st;STEM;6;;;1;60;1
11616;457;Masculino;Con experiencia relevante;Universitaria;STEM;11;;;0;23;1
12543;464;Masculino;Sin experiencia relevante;Mag�st;STEM;15;1000-4999;Empresa P�bli;5;29;0
32164;461;Masculino;Con experiencia relevante;Mag�st;STEM;3;100-500;Startup;1;36;0
23512;456;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;33;0
26352;458;Masculino;Con experiencia relevante;Ense�anza B�;;7;500-999;Ltda;0;12;0
27533;456;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;2;20;0
7512;465;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;;0;22;0
2284;466;Masculino;Sin experiencia relevante;Ense�anza Med;;4;oct-49;Ltda;1;12;0
24064;469;;Con experiencia relevante;Mag�st;STEM;13;;;1;68;1
17489;470;Masculino;Con experiencia relevante;Universitaria;STEM;8;oct-49;Ltda;1;47;0
7285;467;Masculino;Con experiencia relevante;Mag�st;STEM;12;oct-49;Startup;2;36;0
18848;468;Masculino;Con experiencia relevante;Ense�anza Med;;6;<10;Otras;1;160;0
30026;471;Masculino;Con experiencia relevante;Mag�st;STEM;20;5000-9999;Ltda;5;86;0
27804;440;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;5;4;0
16092;443;;Con experiencia relevante;Universitaria;STEM;20;<10;Ltda;2;102;0
15471;441;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;0;204;0
3236;450;Masculino;Con experiencia relevante;Universitaria;STEM;10;100-500;Ltda;4;114;0
9540;447;Masculino;Con experiencia relevante;Universitaria;STEM;2;100-500;Ltda;1;46;0
8445;449;;Con experiencia relevante;Universitaria;STEM;9;1000-4999;Ltda;5;99;0
2719;448;Masculino;Con experiencia relevante;Universitaria;STEM;11;50-99;Ltda;1;178;0
30188;446;Masculino;Sin experiencia relevante;Universitaria;STEM;7;;;0;38;1
1073;444;Masculino;Con experiencia relevante;Ense�anza Med;;14;<10;Startup;4;194;0
14918;451;Masculino;Sin experiencia relevante;Ense�anza Med;;3;oct-49;Ltda;1;85;0
3467;445;Masculino;Con experiencia relevante;Universitaria;STEM;13;100-500;Ltda;2;64;0
8443;442;Masculino;Con experiencia relevante;Mag�st;STEM;16;;;1;8;0
15891;452;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;18;0
26662;445;Masculino;Con experiencia relevante;Universitaria;STEM;15;500-999;Ltda;5;18;0
52;415;;Con experiencia relevante;Mag�st;STEM;14;100-500;Ltda;3;55;0
22064;425;Masculino;Sin experiencia relevante;Ense�anza B�;;5;;;0;80;0
20734;431;Masculino;Con experiencia relevante;Mag�st;STEM;17;50-99;Startup;2;112;0
5669;429;;Con experiencia relevante;Doctorado;STEM;12;50-99;Ltda;1;80;0
9219;419;;Con experiencia relevante;Universitaria;STEM;2;50-99;Ltda;2;264;0
1243;435;Masculino;Con experiencia relevante;Ense�anza B�;;12;100-500;Ltda;2;49;0
27713;422;Masculino;Sin experiencia relevante;Universitaria;STEM;16;;;0;17;1
4437;433;;Sin experiencia relevante;Ense�anza Med;;1;;Ltda;0;73;0
31863;417;;Sin experiencia relevante;Universitaria;STEM;5;;;2;22;1
17456;424;Masculino;Sin experiencia relevante;Ense�anza Med;;5;;;1;35;0
24933;420;Masculino;Sin experiencia relevante;Mag�st;STEM;10;500-999;Empresa P�bli;4;33;1
23982;428;Femenino;Con experiencia relevante;Universitaria;Otros;7;;;0;17;1
21273;426;;Sin experiencia relevante;Universitaria;STEM;3;;;2;113;0
19062;432;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Startup;2;224;0
5545;427;Masculino;Sin experiencia relevante;Universitaria;STEM;14;1000-4999;Ltda;1;19;0
23950;416;;Con experiencia relevante;Universitaria;Humanidades;5;50-99;Ltda;1;12;0
33109;418;;Con experiencia relevante;Universitaria;STEM;7;oct-49;Startup;1;48;0
15825;421;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;91;0
20336;434;Masculino;Con experiencia relevante;Universitaria;STEM;17;;;1;5;0
26869;430;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;Startup;2;192;1
9913;423;;Con experiencia relevante;Universitaria;STEM;18;;;2;24;1
32978;490;;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;11;5000-9999;Ltda;1;10;0
29528;506;Masculino;Con experiencia relevante;Universitaria;STEM;16;50-99;Startup;1;34;0
7057;494;Masculino;Con experiencia relevante;Universitaria;STEM;4;500-999;Empresa P�bli;1;47;1
9611;496;Femenino;Sin experiencia relevante;Universitaria;Otros;6;;;2;56;1
29876;499;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Otras;5;44;0
24206;508;Masculino;Con experiencia relevante;Ense�anza Med;;5;oct-49;;2;82;0
33362;501;Masculino;Con experiencia relevante;Universitaria;STEM;16;10000+;Ltda;1;100;0
26579;491;Masculino;Sin experiencia relevante;Universitaria;Sin Licenciatura;9;;;0;11;1
17488;502;Masculino;Sin experiencia relevante;Mag�st;STEM;1;;;1;26;1
13048;495;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;4;8;0
5950;507;Femenino;Con experiencia relevante;Mag�st;STEM;2;500-999;Ltda;0;15;0
16029;509;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;5;34;0
22009;492;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;Startup;1;46;0
22284;500;;Sin experiencia relevante;Ense�anza Med;;2;;;;131;0
28651;497;Masculino;Con experiencia relevante;Mag�st;Sin Licenciatura;14;<10;Startup;1;156;0
25568;505;Masculino;Sin experiencia relevante;Ense�anza B�;;5;;;0;44;0
15594;504;Masculino;Con experiencia relevante;Universitaria;STEM;2;50-99;Startup;1;176;0
11116;503;;Sin experiencia relevante;Mag�st;STEM;20;100-500;Ltda;4;125;1
23954;493;Femenino;Sin experiencia relevante;Universitaria;STEM;4;;;0;51;0
30562;498;;Con experiencia relevante;Universitaria;STEM;7;50-99;;1;42;0
32131;507;Masculino;Con experiencia relevante;Universitaria;STEM;11;;;1;51;0
32416;475;Masculino;Con experiencia relevante;Universitaria;STEM;2;100-500;Ltda;1;102;0
8703;477;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;1;5;0
27906;479;Masculino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;1;63;0
13261;480;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;14;1
32716;478;;Con experiencia relevante;Doctorado;STEM;17;50-99;Ltda;1;336;0
7306;485;Masculino;Con experiencia relevante;Ense�anza Med;;15;;;5;50;0
23819;483;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;1;78;1
31042;484;Masculino;Con experiencia relevante;Universitaria;STEM;14;;;2;46;1
11671;476;;Sin experiencia relevante;Universitaria;STEM;6;50-99;;1;122;0
28201;482;Masculino;Sin experiencia relevante;Doctorado;STEM;11;;Empresa P�bli;5;24;0
119;481;Masculino;Con experiencia relevante;Universitaria;STEM;9;oct-49;;2;50;0
16818;510;Masculino;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;1;38;0
25632;515;;Con experiencia relevante;Mag�st;STEM;9;;;4;61;0
9532;514;Femenino;Con experiencia relevante;Mag�st;STEM;2;oct-49;Ltda;2;72;0
18760;518;Masculino;Con experiencia relevante;Universitaria;STEM;9;;;1;24;1
14323;521;;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;5;6;0
5044;512;Masculino;Sin experiencia relevante;Universitaria;Arte;18;oct-49;Ltda;4;20;0
33212;513;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;161;1
31851;516;;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;5;122;1
4646;511;;Con experiencia relevante;Ense�anza Med;;2;;;;50;1
16806;519;;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;2;106;1
29661;517;Masculino;Sin experiencia relevante;Mag�st;Humanidades;1;;;0;98;1
21079;520;Masculino;Con experiencia relevante;Universitaria;STEM;8;;ONG;1;17;0
12647;535;;Sin experiencia relevante;Universitaria;STEM;3;<10;Ltda;2;43;0
4929;538;Masculino;Con experiencia relevante;Universitaria;STEM;1;100-500;Ltda;1;16;1
25334;537;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;4;19;0
12661;541;Masculino;Con experiencia relevante;Universitaria;STEM;19;;;5;112;0
18952;543;Masculino;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;7;<10;Ltda;2;85;0
10771;540;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;2;9;0
19971;542;Masculino;Con experiencia relevante;Ense�anza Med;;20;oct-49;Ltda;3;106;0
4739;539;Masculino;Con experiencia relevante;;;3;<10;Ltda;1;51;1
16565;536;Masculino;Con experiencia relevante;Ense�anza Med;;5;50-99;Ltda;0;102;0
32120;545;Femenino;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;1;13;0
11182;546;Masculino;Con experiencia relevante;Mag�st;STEM;11;50-99;Ltda;2;35;0
11810;552;Masculino;Con experiencia relevante;Universitaria;STEM;8;;;2;72;0
1809;549;Masculino;Con experiencia relevante;Universitaria;STEM;5;;;2;194;1
30204;548;Femenino;Sin experiencia relevante;Universitaria;STEM;4;;;1;52;1
24440;551;Masculino;Sin experiencia relevante;Ense�anza Med;;3;oct-49;;1;155;0
24413;553;Masculino;Sin experiencia relevante;Ense�anza Med;;8;;;0;46;1
30731;554;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;5;41;0
13308;547;;Con experiencia relevante;Universitaria;STEM;11;1000-4999;Ltda;1;25;1
2412;550;Masculino;Con experiencia relevante;Mag�st;STEM;12;<10;Startup;2;113;0
10004;525;Masculino;Con experiencia relevante;Doctorado;STEM;12;;;1;45;0
19449;528;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;4;82;0
22721;529;Masculino;Con experiencia relevante;Universitaria;STEM;20;;Ltda;5;298;1
5324;527;Femenino;Con experiencia relevante;Universitaria;STEM;14;10000+;Ltda;1;246;0
633;530;Masculino;Con experiencia relevante;Universitaria;STEM;14;oct-49;Ltda;2;44;0
32878;531;Masculino;Con experiencia relevante;Mag�st;STEM;17;10000+;Ltda;3;26;0
4195;526;Masculino;Con experiencia relevante;Universitaria;STEM;5;100-500;Empresa P�bli;1;168;0
24785;560;;Sin experiencia relevante;Universitaria;STEM;4;10000+;Empresa P�bli;1;33;0
29778;562;;Sin experiencia relevante;Universitaria;Humanidades;1;100-500;Ltda;1;5;0
18770;561;Masculino;Con experiencia relevante;Universitaria;STEM;10;10000+;Ltda;2;13;0
29225;563;Masculino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;1;30;0
289;565;;Con experiencia relevante;Universitaria;STEM;7;;;2;122;0
23015;566;Masculino;Con experiencia relevante;Universitaria;STEM;4;<10;Ltda;2;166;0
13909;570;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;5;31;0
23888;571;Masculino;Sin experiencia relevante;Ense�anza B�;;7;;;0;232;0
17996;572;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;0;28;0
11313;580;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;25;0
21119;581;Masculino;Sin experiencia relevante;Ense�anza Med;;6;;;1;37;0
7283;582;Masculino;Con experiencia relevante;Universitaria;STEM;10;;;1;2;1
5034;575;Masculino;Sin experiencia relevante;Universitaria;Humanidades;1;;;0;8;0
9814;576;Masculino;Con experiencia relevante;Universitaria;STEM;4;10000+;ONG;1;47;0
11305;236;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;;1;166;1
9070;245;Masculino;Con experiencia relevante;Mag�st;STEM;5;500-999;Ltda;2;131;0
23302;248;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;12;1
17469;246;;Sin experiencia relevante;Universitaria;STEM;5;;;0;10;1
13084;247;Masculino;Con experiencia relevante;Mag�st;STEM;10;100-500;Startup;1;69;0
18823;250;Masculino;Con experiencia relevante;Universitaria;STEM;8;10000+;Ltda;1;24;0
20593;252;Masculino;Con experiencia relevante;Universitaria;STEM;14;1000-4999;Ltda;3;70;0
30436;253;Masculino;Sin experiencia relevante;Universitaria;Otros;6;10000+;Ltda;1;12;0
32957;251;Masculino;Sin experiencia relevante;Universitaria;STEM;4;1000-4999;Ltda;2;106;0
31993;255;Femenino;Sin experiencia relevante;Universitaria;Arte;16;;;5;35;1
15036;254;;Sin experiencia relevante;Universitaria;STEM;3;;;0;18;0
6517;270;Masculino;Sin experiencia relevante;Universitaria;STEM;3;100-500;ONG;0;113;0
15008;273;Masculino;Sin experiencia relevante;Universitaria;Otros;1;;;1;112;0
8299;272;;Sin experiencia relevante;Universitaria;STEM;10;10000+;Ltda;4;9;0
3401;271;Masculino;Con experiencia relevante;Universitaria;STEM;4;50-99;;1;33;0
29053;260;Masculino;Sin experiencia relevante;Mag�st;Humanidades;3;;;3;31;1
21517;263;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;5;28;0
7299;262;Masculino;Sin experiencia relevante;Ense�anza B�;;1;;;0;17;0
19590;264;;Con experiencia relevante;Mag�st;STEM;7;100-500;Ltda;2;38;0
33237;261;Masculino;Con experiencia relevante;Universitaria;Arte;14;<10;Ltda;3;60;0
29857;310;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Ltda;5;105;0
2403;316;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;2;9;0
14109;318;;Con experiencia relevante;Universitaria;STEM;11;100-500;Ltda;1;19;0
2479;317;Masculino;Con experiencia relevante;Universitaria;STEM;8;;;1;33;0
32448;313;Masculino;Con experiencia relevante;Universitaria;STEM;11;100-500;Ltda;1;53;0
9905;314;Masculino;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;4;266;0
27781;312;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;0;37;0
14812;315;;Sin experiencia relevante;Universitaria;STEM;19;500-999;Ltda;5;41;0
18804;311;Masculino;Con experiencia relevante;Mag�st;STEM;10;500-999;Ltda;1;163;0
6508;330;;Con experiencia relevante;Universitaria;STEM;19;10000+;Ltda;5;18;1
3409;285;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Startup;2;61;0
10931;287;Masculino;Con experiencia relevante;Universitaria;STEM;13;;;3;77;0
20672;288;Masculino;Con experiencia relevante;Universitaria;STEM;14;;;1;316;0
30744;286;Masculino;Sin experiencia relevante;Ense�anza Med;;1;oct-49;ONG;1;87;1
11874;275;Masculino;Sin experiencia relevante;Universitaria;STEM;7;;;2;78;1
3720;277;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;Ltda;2;90;0
8826;279;;Con experiencia relevante;Universitaria;STEM;20;;;5;41;0
9923;276;Masculino;Sin experiencia relevante;Mag�st;STEM;11;oct-49;Ltda;4;106;0
32937;278;Masculino;Con experiencia relevante;Mag�st;STEM;16;50-99;Ltda;5;146;0
30134;300;;Sin experiencia relevante;Ense�anza Med;;4;;;3;17;0
13708;302;;Sin experiencia relevante;Universitaria;STEM;3;;;;17;1
18086;304;Masculino;Con experiencia relevante;Mag�st;Humanidades;1;50-99;Ltda;1;4;0
24223;301;;Con experiencia relevante;Mag�st;STEM;7;500-999;Ltda;1;35;1
23712;305;Masculino;Sin experiencia relevante;Mag�st;STEM;14;1000-4999;ONG;3;96;0
3292;303;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Startup;1;50;0
28306;306;Masculino;Con experiencia relevante;Mag�st;Humanidades;20;5000-9999;Empresa P�bli;1;113;0
1934;320;;Sin experiencia relevante;Universitaria;STEM;7;oct-49;Startup;2;151;1
32818;324;Masculino;Con experiencia relevante;Mag�st;Otros;2;oct-49;Ltda;1;40;0
32065;321;Masculino;Con experiencia relevante;Ense�anza Med;;6;50-99;Ltda;1;29;1
30469;323;Masculino;Con experiencia relevante;Mag�st;STEM;18;;;1;92;0
23154;322;Masculino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;5;29;0
23487;325;Masculino;Con experiencia relevante;Mag�st;Humanidades;20;;;0;42;0
17737;290;Femenino;Con experiencia relevante;Universitaria;STEM;4;50-99;Ltda;2;38;1
19629;295;;Sin experiencia relevante;Mag�st;STEM;7;oct-49;;1;16;0
15096;294;Femenino;Con experiencia relevante;Universitaria;STEM;17;;;5;10;1
67;293;;Con experiencia relevante;Doctorado;Arte;10;<10;ONG;1;17;0
12894;210;Masculino;Con experiencia relevante;Mag�st;STEM;4;50-99;Startup;1;52;0
5267;212;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;2;17;0
13093;213;;Sin experiencia relevante;Ense�anza Med;;4;;;0;148;0
32611;211;Masculino;Sin experiencia relevante;Ense�anza Med;;9;;;0;36;0
343;214;Masculino;Con experiencia relevante;Ense�anza Med;;4;;;1;116;0
22084;215;Masculino;Sin experiencia relevante;Ense�anza Med;;9;;;0;13;0
19214;210;Masculino;Con experiencia relevante;Mag�st;STEM;3;50-99;Ltda;0;168;1
23398;230;;Con experiencia relevante;Mag�st;STEM;15;50-99;Startup;1;45;0
27503;231;Masculino;Con experiencia relevante;Mag�st;STEM;9;1000-4999;Ltda;2;139;0
29444;232;Masculino;Sin experiencia relevante;Doctorado;STEM;10;50-99;Empresa P�bli;1;10;1
18277;233;Masculino;Con experiencia relevante;Mag�st;Administraci�n y Neogci;20;10000+;Ltda;5;18;0
664;225;;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;4;56;0
21101;226;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;1;42;0
20929;227;Masculino;Con experiencia relevante;Universitaria;Humanidades;5;100-500;Ltda;2;11;1
28882;220;Masculino;Con experiencia relevante;Mag�st;Administraci�n y Neogci;20;;;1;25;1
10566;221;;Sin experiencia relevante;Universitaria;STEM;15;10000+;Ltda;2;156;1
26717;240;Masculino;Con experiencia relevante;Universitaria;STEM;16;10000+;Ltda;5;24;0
23306;241;Masculino;Sin experiencia relevante;Ense�anza Med;;7;;;0;17;1
26991;242;Masculino;Con experiencia relevante;Universitaria;STEM;11;oct-49;Startup;1;15;0
10743;235;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;2;50-99;Ltda;1;31;0
20366;236;Masculino;Con experiencia relevante;Mag�st;STEM;9;100-500;Ltda;1;24;1
25400;245;;Sin experiencia relevante;Ense�anza Med;;2;;;0;32;0
23058;248;Femenino;Sin experiencia relevante;Universitaria;Humanidades;2;;;1;75;1
6541;246;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;;;5;5;0
2243;247;Masculino;Con experiencia relevante;Universitaria;STEM;1;50-99;Ltda;0;58;0
29656;250;Masculino;Con experiencia relevante;Universitaria;Arte;3;;;0;9;1
28364;252;Masculino;Con experiencia relevante;Universitaria;STEM;3;oct-49;Ltda;1;65;0
18602;253;Masculino;Con experiencia relevante;Universitaria;STEM;3;oct-49;Ltda;1;21;1
1956;251;;Con experiencia relevante;Mag�st;STEM;2;<10;Ltda;2;102;0
25537;255;Masculino;Con experiencia relevante;Ense�anza Med;;20;1000-4999;Ltda;2;83;0
9730;254;Masculino;Con experiencia relevante;Universitaria;STEM;8;;;2;20;1
21221;270;Masculino;Con experiencia relevante;Universitaria;STEM;15;10000+;Ltda;3;64;0
1911;273;Masculino;Con experiencia relevante;Universitaria;STEM;6;<10;Ltda;2;36;1
12428;272;;Con experiencia relevante;Universitaria;STEM;10;10000+;Ltda;2;9;1
14858;271;;Sin experiencia relevante;Universitaria;STEM;1;1000-4999;Ltda;;7;0
10451;260;;Sin experiencia relevante;;;5;;;0;45;1
7291;263;;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;4;23;0
888;262;;Sin experiencia relevante;Universitaria;STEM;5;;;1;117;1
8961;264;Masculino;Sin experiencia relevante;Universitaria;Otros;6;100-500;Ltda;2;5;0
30938;261;Masculino;Con experiencia relevante;Mag�st;STEM;9;500-999;Startup;2;80;0
31314;310;;Sin experiencia relevante;Universitaria;STEM;2;<10;Startup;2;81;0
1944;316;Masculino;Sin experiencia relevante;Universitaria;STEM;4;<10;Startup;1;23;1
25501;318;Masculino;Con experiencia relevante;Universitaria;STEM;5;;;1;96;1
29458;317;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;1;64;1
4241;313;Masculino;Sin experiencia relevante;Ense�anza Med;;5;;;1;17;1
32998;314;Masculino;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;14;1000-4999;Ltda;5;100;0
27914;312;Masculino;Sin experiencia relevante;Ense�anza Med;;2;oct-49;Ltda;1;90;0
15528;315;Masculino;Con experiencia relevante;Ense�anza B�;;5;5000-9999;Ltda;2;74;0
31430;311;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;13;0
4574;330;Masculino;Con experiencia relevante;Universitaria;STEM;8;100-500;Ltda;5;72;0
8603;285;Masculino;Sin experiencia relevante;Universitaria;STEM;7;;;5;32;1
29514;287;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;1;96;1
10867;288;;Sin experiencia relevante;Ense�anza Med;;2;;;0;60;0
21252;286;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;3;22;1
9;275;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;2;1
23585;277;Masculino;Con experiencia relevante;Universitaria;STEM;6;500-999;Ltda;5;123;0
3940;279;Masculino;Con experiencia relevante;Universitaria;Arte;7;50-99;Ltda;2;180;0
28426;276;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;1;19;0
31486;278;Masculino;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;2;182;1
18143;300;Masculino;Con experiencia relevante;Universitaria;STEM;4;50-99;;2;92;0
18583;302;;Con experiencia relevante;Universitaria;STEM;8;100-500;ONG;1;24;0
26290;304;Femenino;Sin experiencia relevante;Ense�anza Med;;4;;;1;74;1
1119;301;Masculino;Con experiencia relevante;Universitaria;STEM;19;100-500;Ltda;1;88;0
16002;305;;Con experiencia relevante;Mag�st;STEM;8;50-99;Ltda;4;79;0
13676;303;Masculino;Con experiencia relevante;Mag�st;STEM;8;100-500;Ltda;3;55;0
27859;306;;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;4;50-99;Startup;1;23;0
15262;320;Masculino;Con experiencia relevante;Universitaria;STEM;9;oct-49;Startup;2;18;0
21582;324;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;;;5;131;1
29141;321;Masculino;Con experiencia relevante;Universitaria;STEM;14;<10;Ltda;1;98;1
13812;323;Masculino;Sin experiencia relevante;Doctorado;STEM;20;100-500;Empresa P�bli;5;24;0
25490;322;Masculino;Con experiencia relevante;Ense�anza Med;;2;oct-49;Ltda;0;25;0
2435;325;Masculino;Con experiencia relevante;Ense�anza Med;;17;100-500;Ltda;1;133;0
18326;290;;Sin experiencia relevante;Universitaria;STEM;2;;;2;25;1
32146;295;Masculino;Sin experiencia relevante;Mag�st;STEM;8;1000-4999;Ltda;1;33;0
23320;294;;Sin experiencia relevante;Mag�st;STEM;1;;;1;82;1
27777;293;Masculino;Con experiencia relevante;Universitaria;STEM;4;10000+;Ltda;;82;1
15669;291;;Con experiencia relevante;Universitaria;STEM;4;;;0;2;1
26348;292;Masculino;Con experiencia relevante;Ense�anza Med;;13;50-99;Ltda;1;10;0
32176;335;Other;Sin experiencia relevante;Universitaria;STEM;2;<10;Otras;2;45;1
16257;338;Masculino;Con experiencia relevante;Mag�st;Sin Licenciatura;16;;;3;58;0
15667;349;Masculino;Con experiencia relevante;Universitaria;STEM;10;10000+;Ltda;1;262;0
25232;348;;Con experiencia relevante;;;15;;;0;9;0
32684;350;Masculino;Con experiencia relevante;Universitaria;Humanidades;11;;;1;20;1
19207;336;Masculino;Con experiencia relevante;Universitaria;Humanidades;9;100-500;Startup;4;36;0
3461;206;Masculino;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;5;45;0
17573;210;Masculino;Con experiencia relevante;Mag�st;STEM;13;100-500;Ltda;3;28;0
26299;212;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;1;23;0
25172;213;;Sin experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;106;0
13018;211;Femenino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;10000+;Ltda;5;4;0
13359;214;Masculino;Con experiencia relevante;Mag�st;STEM;7;5000-9999;Ltda;5;7;1
16609;215;Femenino;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;1;4;0
31682;210;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;2;12;0
12073;230;Masculino;Con experiencia relevante;Universitaria;Arte;2;100-500;Startup;1;20;0
14219;231;;Con experiencia relevante;Mag�st;STEM;13;50-99;Ltda;1;37;1
28966;232;Masculino;Sin experiencia relevante;Mag�st;STEM;13;100-500;Startup;1;292;0
4698;233;Masculino;Con experiencia relevante;Universitaria;STEM;13;;;1;68;0
29801;225;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;;1;80;1
10467;226;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Empresa P�bli;5;42;0
29160;227;Masculino;Sin experiencia relevante;Mag�st;STEM;5;;;1;23;1
